Fiche technique,Famille,Sous famille
ASSIETTE DE CREVETTE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE DE LA MER,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE FIRENZE ETE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE GOUJON/FRITES,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE JURASSIENNE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE KEBAB GARNIE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE LYONNAISE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE MELON/JAMBON CRU,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE NICOISE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE PERIGOURDINE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE POULET EXOTIQUE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE POULET/CREVETTES EXOTIQUE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE POULET/ROQUEFORT,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE PROVENCALE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
ASSIETTE ROTI BOEUF/AVOCAT,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
CHEESE BURGER/PDT RISSOLEE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
SALADE SCANDINAVE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
SALADE STRASBOURGEOISE,Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
SALADE VERTE/CUISSE DE POULET*/ DIM (BC),Z_ASSIETTE SALADE D'ETE,BASE VIANDE/POISSON/OEUF
BASE CERVELLE DE CANUT,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
BASE SALADE DE MACHE GESIERS DE CANARD,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
CONFITURE D'OIGNON,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
DEMI- BAGUETTE (120GR) FRAIS,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
DEMI- BAGUETTE BLANCHE SESAME,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
DEMI- BAGUETTE PAVOT,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
DEMI- BAGUETTE RUSTIQUE,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
MICHE TURQUE ,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
PETIT DEJEUNER SALÉ,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
VINAIGRETTE MAISON 1 L,Z_BASE (ALLOTISSEMENT),BASE (ALLOTISSEMENT)
BASE ROTI DE PORC CUIT,Z_BASE (BOUCHERIE),BASE BOUCHERIE
CERVELAS TRANCHE BASE,Z_BASE (BOUCHERIE),BASE BOUCHERIE
ECHINE DE PORC */(CUITE),Z_BASE (BOUCHERIE),BASE BOUCHERIE
ECHINE DE PORC*/(CUITE) PDS,Z_BASE (BOUCHERIE),BASE BOUCHERIE
JAMBON BLANC TRANCHE BASE,Z_BASE (BOUCHERIE),BASE BOUCHERIE
MACREUSE GELATINEUSE*/ (HC),Z_BASE (BOUCHERIE),BASE BOUCHERIE
MORTADELLE TRANCHE */,Z_BASE (BOUCHERIE),BASE BOUCHERIE
MOUSSE DE CANARD SUPERIEUR*/,Z_BASE (BOUCHERIE),BASE BOUCHERIE
PATE CAMPAGNE BRETON */,Z_BASE (BOUCHERIE),BASE BOUCHERIE
PATE CROUTE RICHELIEU */,Z_BASE (BOUCHERIE),BASE BOUCHERIE
PATE CROUTE TRANCHE */ 25/50/75,Z_BASE (BOUCHERIE),BASE BOUCHERIE
PATE DE LAPIN AUX NOISETTES */ (34-68),Z_BASE (BOUCHERIE),BASE BOUCHERIE
PAVE POIVRE PP TRANCHE */,Z_BASE (BOUCHERIE),BASE BOUCHERIE
POITRINE SALE N°1 CRU*/,Z_BASE (BOUCHERIE),BASE BOUCHERIE
ROTI  DINDE,Z_BASE (BOUCHERIE),BASE BOUCHERIE
ROTI DE DINDE,Z_BASE (BOUCHERIE),BASE BOUCHERIE
ROTI DE DINDONNEAU (FILET)*/,Z_BASE (BOUCHERIE),BASE BOUCHERIE
ROTI DINDE CUIT ENTREE */,Z_BASE (BOUCHERIE),BASE BOUCHERIE
ROTI PORC S/OS LONGE*/,Z_BASE (BOUCHERIE),BASE BOUCHERIE
ROTI VEAU CRU FRAIS*/ (HC),Z_BASE (BOUCHERIE),BASE BOUCHERIE
SALAMI DANOIS TRANCHE */,Z_BASE (BOUCHERIE),BASE BOUCHERIE
SAUCISSON A CUIRE */,Z_BASE (BOUCHERIE),BASE BOUCHERIE
SAUCISSON A L' AIL FUME TRANCHE*/,Z_BASE (BOUCHERIE),BASE BOUCHERIE
SAUCISSON A L' AIL NATURE TRANCHE*/,Z_BASE (BOUCHERIE),BASE BOUCHERIE
SAUCISSON SEC TRANCHE*/,Z_BASE (BOUCHERIE),BASE BOUCHERIE
PAIN AUX RAISINS,Z_BASE (PATISSERIE),BASE PATISSERIE
POIRE SIROP CHOC,Z_BASE (PATISSERIE),BASE PATISSERIE
BASE CUISSON TACOS AU BOEUF/ HC,Z_BASE (PRODUCTION),BASE CHAUDE
BASE CUISSON TACOS VEGETARIEN,Z_BASE (PRODUCTION),BASE CHAUDE
BASE SAUCE HOLLANDAISE,Z_BASE (PRODUCTION),BASE CHAUDE
BASE TOFU EN CUBE,Z_BASE (PRODUCTION),BASE CHAUDE
CANAPE ASSORTIS SALE,Z_BASE (PRODUCTION),BASE CHAUDE
FILET DE SAUMON ATLANTIQUE HO,Z_BASE (PRODUCTION),BASE CHAUDE
FILET DE SAUMON ATLANTIQUE PLAT,Z_BASE (PRODUCTION),BASE CHAUDE
PALETTE DE PORC FRAICHE,Z_BASE (PRODUCTION),BASE CHAUDE
RIZ AU CITRON,Z_BASE (PRODUCTION),BASE CHAUDE
SAUCE CREVETTE,Z_BASE (PRODUCTION),BASE CHAUDE
SAUCE HAWAI,Z_BASE (PRODUCTION),BASE CHAUDE
SAUCE MOUTARDE,Z_BASE (PRODUCTION),BASE CHAUDE
SAUCE NORMANDE,Z_BASE (PRODUCTION),BASE CHAUDE
SAUCE TOMATE */ VEGET,Z_BASE (PRODUCTION),BASE CHAUDE
SEITAN FT UCP,Z_BASE (PRODUCTION),BASE CHAUDE
BASE AUBERGINE FRAICHE GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE AUBERGINE FRAICHE HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE BROCOLIS FRAIS GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE BROCOLIS FRAIS HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CAROTTE 4G GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CAROTTE 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CAROTTE 4G UCP,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CELERI 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX BLANC 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX BLANC GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX FLEUR FRAIS GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX FLEUR FRAIS HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX FRISE 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX FRISE GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX ROUGE 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX ROUGE FRAIS,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX ROUGE GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CHX VERT 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE CONCOMBRE FRAIS HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE COURGE 4G GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE COURGE 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE COURGETTE FRAICHE GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE COURGETTE FRAICHE HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE ENDIVE FRAICHE GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE ENDIVE FRAICHE HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE EPINARD FRAIS ,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE EPINARD FRAIS DECO HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE FENOUIL GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE OIGNONS JAUNE EMINCES,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE OIGNONS ROUGES EMINCES,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE PATATE DOUCE  GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE PATATE DOUCE  HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE POIREAU 4G GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE POIREAU 4G HO,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE POIVRONS VERTS 4G,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE POTIRON 4G GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
BASE TOMATE GARNITURE,Z_BASE LEGUMERIE FRAIS,BASE LEGUME FRAIS
CHOCOLAT LACTE PT DEJ,Z_BOISSONS (MAGASIN),BOISSON CHOCOLATEE
CHOCOLAT VIENNOIS CAFET,Z_BOISSONS (MAGASIN),BOISSON CHOCOLATEE
CAFE GRAIN PT DEJ,Z_BOISSONS (MAGASIN),CAFÉ ET THÉ
THE A LA MENTHE (MAROCAIN) */,Z_BOISSONS (MAGASIN),CAFÉ ET THÉ
EAU 0.5 LITRE */,Z_BOISSONS (MAGASIN),EAUX
EAU DE SOURCE 1.5L,Z_BOISSONS (MAGASIN),EAUX
EAU THONON 0.75 CL VP,Z_BOISSONS (MAGASIN),EAUX
ORANGINA /*PDS,Z_BOISSONS (MAGASIN),EAUX
PERRIER  /* PDS,Z_BOISSONS (MAGASIN),EAUX
VOLVIC /*PDS,Z_BOISSONS (MAGASIN),EAUX
ASSORTIMENT JUS DE FRUITS,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
BIP COCKTAIL JUS DE FRUITS,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
BOISSONS PREVERT,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
BRIQUETTE JUS D' ORANGE,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
CANETTE THE NOIR PECHE,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
COCAS 33 CL /* CAFETERIA,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
EAU MINERALE (50CL° /* CAFETERIA,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
EAU MINERALE GAZEUSE (50CL° /* CAFETERIA,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
ICE TEA 33 CL /* CAFETERIA,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
ICE TEA BAR,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
JUS D'ORANGE FRAIS CAFETERIA,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
JUS D'ORANGE SUPERIEUR */ ,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
JUS DE ANANAS SUPERIEUR */,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
ORANGINA 33 CL /* CAFETERIA,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
PERRIER 33 CL /* CAFETERIA,Z_BOISSONS (MAGASIN),JUS FRUITS SODAS
BEAUJOLAIS BLANC/COTE DU RHONE,Z_BOISSONS (MAGASIN),VINS / APERITIFS
BEAUJOLAIS CUBI (10L),Z_BOISSONS (MAGASIN),VINS / APERITIFS
BOURGOGNE ALIGOTÉ,Z_BOISSONS (MAGASIN),VINS / APERITIFS
CHATEAU VAL JOANIS LUBERON AOC,Z_BOISSONS (MAGASIN),VINS / APERITIFS
CIDRE POUR COCKTAIL,Z_BOISSONS (MAGASIN),VINS / APERITIFS
CREME DE CASSIS,Z_BOISSONS (MAGASIN),VINS / APERITIFS
LES COMPLICES DE PUECH-HAUT(LANGUEDOC),Z_BOISSONS (MAGASIN),VINS / APERITIFS
MACON LUGNY*,Z_BOISSONS (MAGASIN),VINS / APERITIFS
PUNCH,Z_BOISSONS (MAGASIN),VINS / APERITIFS
SAINT NICOLAS DE BOURGUEUIL */,Z_BOISSONS (MAGASIN),VINS / APERITIFS
SOL'ACANTALYS (COTE DU RHONE) AOC,Z_BOISSONS (MAGASIN),VINS / APERITIFS
VIN BLANC ET SIROP DE CASSIS ( CUBI 5L),Z_BOISSONS (MAGASIN),VINS / APERITIFS
VIN ROSE ET SIROP DE PAMPLEMOUSSE (CUBI 10L),Z_BOISSONS (MAGASIN),VINS / APERITIFS
WHISKY*/,Z_BOISSONS (MAGASIN),VINS / APERITIFS
BRUSCHETTA ANCHOIS  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA ASPERGE/COEUR DE PALMIER  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA AU FROMAGE,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA BOEUF HACHE PV HC,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA BRESSANE PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CHEVRE PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CHORIZO  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CHORIZO PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CREME/JAMBON BLANC  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CREME/LARDON PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CREME/LEGUMES  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CREME/POULET PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CREME/SAUMON PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA CREVETTE  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA JAMBON BLANC PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA MOZZARELLA  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA PDT/REBLOCHON  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA POIVRONS/TOMATE  * / PV  ,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA POULET PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
BRUSCHETTA SAUMON FUME  PV,Z_BRUCHETTA/CROQUE PV,BRUCHETTA
CROQUE MONSIEUR DOUBLE PV,Z_BRUCHETTA/CROQUE PV,CROQUE MONSIEUR
CROQUE MONSIEUR SIMPLE PV,Z_BRUCHETTA/CROQUE PV,CROQUE MONSIEUR
BARRE MARBREE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
BEURRE DE CACAHUETE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
BEURRE MICROPAIN 10GR BIO,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
BIB JUS DE FRUITS,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
BOISSON CHOCOLATEE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
BRIOCHE TRANCHÉE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
BRIOCHE TRESSEE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
CAFE GRAIN,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
COCKTAIL VITALITE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
CONFITURES ASSORTIES,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
COUNTRY STORE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
LAIT POUDRE,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
MIEL PORTION,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
THE ASSORTI,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
THE LIPTON 100 SACHETS,Z_COMPOSANT PT DEJ,PETIT DEJEUNER
AMANDINE AUX AMANDES,Z_DIVERS (ALLOTISSEMET),BISCUIT 
ASSORTIMENT APERITIF SALE,Z_DIVERS (ALLOTISSEMET),BISCUIT 
FORTUNE COOKIE,Z_DIVERS (ALLOTISSEMET),BISCUIT 
MADELEINE (GATEAU EMBALLE) */,Z_DIVERS (ALLOTISSEMET),BISCUIT 
MOELLEUX AMANDINE (GATEAU EMBALLE)/*,Z_DIVERS (ALLOTISSEMET),BISCUIT 
MOELLEUX CHOCOLAT,Z_DIVERS (ALLOTISSEMET),BISCUIT 
MOELLEUX FRAMBOISE,Z_DIVERS (ALLOTISSEMET),BISCUIT 
MUFFIN (GATEAU EMBALLE) */,Z_DIVERS (ALLOTISSEMET),BISCUIT 
PALET BRETON  */,Z_DIVERS (ALLOTISSEMET),BISCUIT 
PAIN AUX FIGUES,Z_DIVERS (ALLOTISSEMET),BRUNCH
PAIN COMPLET 0.300 GR TRANCHE,Z_DIVERS (ALLOTISSEMET),BRUNCH
BEURRE 15 GR,Z_DIVERS (ALLOTISSEMET),DIVERS
BEURRE PT DEJ,Z_DIVERS (ALLOTISSEMET),DIVERS
BROCHETTE BOIS (20 CM),Z_DIVERS (ALLOTISSEMET),DIVERS
BROCHETTE BOIS 15 CM,Z_DIVERS (ALLOTISSEMET),DIVERS
CACAHUETE SALEE COCKTAIL,Z_DIVERS (ALLOTISSEMET),DIVERS
CAFE CONGRES,Z_DIVERS (ALLOTISSEMET),DIVERS
CAST (EAUX/CAFE),Z_DIVERS (ALLOTISSEMET),DIVERS
"CAST (VIN,CAFE)",Z_DIVERS (ALLOTISSEMET),DIVERS
COUVERCLE GOBELET POUR COCA,Z_DIVERS (ALLOTISSEMET),DIVERS
FLEURONS/*,Z_DIVERS (ALLOTISSEMET),DIVERS
HUILE ET VINAIGRE SALLE PDS,Z_DIVERS (ALLOTISSEMET),DIVERS
HUILE ET VINAIGRE SALLE R.I,Z_DIVERS (ALLOTISSEMET),DIVERS
LIPTON ICE TEA */ PV,Z_DIVERS (ALLOTISSEMET),DIVERS
MOUTARDE JET BAR*/,Z_DIVERS (ALLOTISSEMET),DIVERS
PAIN AU NOIX TRANCHES,Z_DIVERS (ALLOTISSEMET),DIVERS
PAIN AUX FIGUES TRANCHES,Z_DIVERS (ALLOTISSEMET),DIVERS
PAIN DE CAMPAGNE MOULE TRANCHE,Z_DIVERS (ALLOTISSEMET),DIVERS
PANIERS REPAS SPORTIFS /*,Z_DIVERS (ALLOTISSEMET),DIVERS
PAPILLOTES ET CLEMENTINE /2024,Z_DIVERS (ALLOTISSEMET),DIVERS
PEPSI COLA */ PV ,Z_DIVERS (ALLOTISSEMET),DIVERS
PEPSI MAX */ PV ,Z_DIVERS (ALLOTISSEMET),DIVERS
PRODUIT BASE U.C.P (ECOLE D'ETE) */,Z_DIVERS (ALLOTISSEMET),DIVERS
QUART DE CITRON  * / ,Z_DIVERS (ALLOTISSEMET),DIVERS
SALIERE ET POIVRIERE TABLE */,Z_DIVERS (ALLOTISSEMET),DIVERS
SALIERES,Z_DIVERS (ALLOTISSEMET),DIVERS
SAUCE ANDALOUSE,Z_DIVERS (ALLOTISSEMET),DIVERS
SAUCE BLANCHE,Z_DIVERS (ALLOTISSEMET),DIVERS
SAUCE POUR DESSERT*/ PDS,Z_DIVERS (ALLOTISSEMET),DIVERS
SAUCE SAMOURAI,Z_DIVERS (ALLOTISSEMET),DIVERS
SEVEN UP */ PV ,Z_DIVERS (ALLOTISSEMET),DIVERS
SUCRE SACHET */,Z_DIVERS (ALLOTISSEMET),DIVERS
VINAIGRE BLANC  8%  PDS /*,Z_DIVERS (ALLOTISSEMET),DIVERS
VINAIGRETTE INSNACK,Z_DIVERS (ALLOTISSEMET),DIVERS
ASSIETTE NOIR/COUVERCLE SALADE,Z_DIVERS (ALLOTISSEMET),JETABLE
ASSIETTE RECT.160/200 ,Z_DIVERS (ALLOTISSEMET),JETABLE
ASSIETTES RECT.160/200 ,Z_DIVERS (ALLOTISSEMET),JETABLE
BAGUETTE CHINOISE,Z_DIVERS (ALLOTISSEMET),JETABLE
BARQUETTE 500 CC FRITES,Z_DIVERS (ALLOTISSEMET),JETABLE
BARQUETTE FRAICHEUR AVEC COUVERCLE 375 GR,Z_DIVERS (ALLOTISSEMET),JETABLE
BARQUETTE FRAICHEUR AVEC COUVERCLE 500 GR,Z_DIVERS (ALLOTISSEMET),JETABLE
BOITE A BRUSCHETTA/* (26*26),Z_DIVERS (ALLOTISSEMET),JETABLE
BOITE A BURGER,Z_DIVERS (ALLOTISSEMET),JETABLE
BOITE A PIZZA/* ,Z_DIVERS (ALLOTISSEMET),JETABLE
BOITE A WRAP,Z_DIVERS (ALLOTISSEMET),JETABLE
BOITE PASTA BOX PV,Z_DIVERS (ALLOTISSEMET),JETABLE
CARTON POUR PATISSERIE,Z_DIVERS (ALLOTISSEMET),JETABLE
COQUE SANDWICH TRIANGLE,Z_DIVERS (ALLOTISSEMET),JETABLE
COQUILLE TOUT USAGE,Z_DIVERS (ALLOTISSEMET),JETABLE
COUVERCLE GOBELET VOYAGEUR,Z_DIVERS (ALLOTISSEMET),JETABLE
CUILLERES PLASTIQUES,Z_DIVERS (ALLOTISSEMET),JETABLE
DOUBLE BOITE BURGER PV,Z_DIVERS (ALLOTISSEMET),JETABLE
GOBELET CARTON VOYAGEUR/*,Z_DIVERS (ALLOTISSEMET),JETABLE
KIT COUVERTS BOIS,Z_DIVERS (ALLOTISSEMET),JETABLE
KIT COUVERTS*/ CAFETERIA,Z_DIVERS (ALLOTISSEMET),JETABLE
NAPPE RECTANGULAIRE PAPIER*/,Z_DIVERS (ALLOTISSEMET),JETABLE
RAVIER TRANSPARENT*/,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC CABAS */ CAFETERIA,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC CROISSANTS N 2 */,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC CROISSANTS N 5,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC PAIN BAGNAT */ CAFETERIA,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC PAPIER */  ( REPAS ) ,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC SANDWICH */ CAFETERIA,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC SANDWICH CHAUD*/,Z_DIVERS (ALLOTISSEMET),JETABLE
SAC SANDWICH TRANSPARENT /* (FROID),Z_DIVERS (ALLOTISSEMET),JETABLE
SAC SURGRAS PV */,Z_DIVERS (ALLOTISSEMET),JETABLE
SACS A PAIN BAGNAT*/,Z_DIVERS (ALLOTISSEMET),JETABLE
SALADIER TRANSP + COUVERCLE 150CC,Z_DIVERS (ALLOTISSEMET),JETABLE
SERVIETTE ECONATURAL,Z_DIVERS (ALLOTISSEMET),JETABLE
SERVIETTES LOGO INSA */,Z_DIVERS (ALLOTISSEMET),JETABLE
DUO NAVETTE MAGRET/SAUMON FUME,Z_DIVERS (ALLOTISSEMET),RÉCEPTION
PISSALADIERE COCKTAIL */,Z_DIVERS (ALLOTISSEMET),RÉCEPTION
BAGUETTE 120GR  PV,Z_PAIN SANDWITCH PREVERT,BAGUETTE ET PAN BAGNAT
BAGUETTE 250 GR  ,Z_PAIN SANDWITCH PREVERT,BAGUETTE ET PAN BAGNAT
BAGUETTE PAVOT 120GR   PV,Z_PAIN SANDWITCH PREVERT,BAGUETTE ET PAN BAGNAT
BAGUETTE RUSTIQUE 120GR PV,Z_PAIN SANDWITCH PREVERT,BAGUETTE ET PAN BAGNAT
BAGUETTE SESAME 120GR  PV,Z_PAIN SANDWITCH PREVERT,BAGUETTE ET PAN BAGNAT
PAIN BAGNAT 150GR */ PV,Z_PAIN SANDWITCH PREVERT,BAGUETTE ET PAN BAGNAT
BAGUETTE ENTIERE 250GR,Z_PAINS ET VIENNOISERIE,PAIN
DEJEUNETTE VIENNOISE SALE (125GR),Z_PAINS ET VIENNOISERIE,PAIN
PAIN 80 GR  PT DEJ */,Z_PAINS ET VIENNOISERIE,PAIN
PAIN CAMPAGNE ROND 50 GR,Z_PAINS ET VIENNOISERIE,PAIN
PETIT PAIN 80 GR  LONG,Z_PAINS ET VIENNOISERIE,PAIN
PETIT PAIN BIO (40 GR),Z_PAINS ET VIENNOISERIE,PAIN
PETIT PAIN BIO MI-CUIT (30 GR),Z_PAINS ET VIENNOISERIE,PAIN
CROISSANT (SURG A CUIRE),Z_PAINS ET VIENNOISERIE,VIENNOISERIE
CROISSANTS FRAIS,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
CROISSANTS PUR BEURRE (SURG A CUIRE),Z_PAINS ET VIENNOISERIE,VIENNOISERIE
MINI VIENNOISERIE FRIANDISES/*,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
MINI VIENNOISERIE PAUSES CAFÉ/*,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
PAIN AU CHOCOLAT (SURG A CUIRE) */,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
PAIN AU CHOCOLAT (SURG A CUIRE)*/,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
PAIN AU RAISIN ( SURG A CUIRE) */,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
PAIN CHOCOLAT FRAIS LIVRES */,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
PAIN VIENNOIS (125GGR) PV,Z_PAINS ET VIENNOISERIE,VIENNOISERIE
CAFE SOLUBLE PT DEJ,Z_PETIT DÉJEUNER,PT DÉJ
CEREALES PETITS DEJEUNERS,Z_PETIT DÉJEUNER,PT DÉJ
FICHE MUG POINT A (BRIOCHE),Z_PETIT DÉJEUNER,PT DÉJ
JUS D'ORANGE PT DEJ */,Z_PETIT DÉJEUNER,PT DÉJ
PATE A TARTINER PT DEJ */,Z_PETIT DÉJEUNER,PT DÉJ
